bookQID,bookLabel,authorLabel,publisherLabel,countryLabel,year,genreLabel,pageCount,languageLabel,literaryMovementLabel
Q5577894,Going to Ground,Эли Спаркс,Издательство Оксфордского университета,Великобритания,2007,,,английский язык,
Q5694519,Heaven's Net is Wide,Джиллиан Рубинштейн,Hachette,Франция,2007,,,английский язык,
Q5694519,Heaven's Net is Wide,Джиллиан Рубинштейн,Macmillan Publishers,Великобритания,2007,,,английский язык,
Q6322734,K-PAX IV: A New Visitor from the Constellation Lyra,Джин Брюэр,Xlibris,,2007,,,английский язык,
Q6447939,Kushiel's Justice,Жаклин Кэри,Hachette Book Group,США,2007,,,английский язык,
Q6736735,Mainspring,Джей Лэйк,Tor Books,США,2007,,,английский язык,
Q16953839,Mr. Magorium's Wonder Emporium,Сьюзан Уэйн,Scholastic Corporation,США,2007,,,английский язык,
Q6945026,My Big Fat Supernatural Honeymoon,P. N. Elrod,St. Martin's Press,США,2007,,,английский язык,
Q167010,Nightrise,Энтони Горовиц,Walker Books,Великобритания,2007,,,британский вариант английского языка,
Q7048453,Noman,Уильям Николсон,Egmont,Дания,2007,,,английский язык,
Q109564408,Re-Vamped!,Sienna Mercer,HarperTrophy,,2007,,,английский язык,
Q2918936,Sebastian Darke: Prince of Fools,Philip Caveney,Random House,США,2007,,,английский язык,
Q7445761,Seeing Redd,Фрэнк Бэддор,Dial Press,США,2007,,,английский язык,
Q3285533,Stoneheart,Чарли Флетчер,Headline Publishing Group,Великобритания,2007,,,английский язык,
Q109465992,Switched,Sienna Mercer,HarperTrophy,,2007,,,английский язык,
Q7703804,Territory,Emma Bull,Tor Books,США,2007,,,английский язык,
Q7733077,The Faerie Path,Allan Frewin Jones,Eos Press,США,2007,,,английский язык,
Q7734008,The Fire Eternal,Chris d'Lacey,Scholastic Corporation,США,2007,,,английский язык,
Q7734008,The Fire Eternal,Chris d'Lacey,Orchard Books,,2007,,,английский язык,
Q7735090,The Fox,Шервуд Смит,DAW Books,США,2007,,,английский язык,
Q7735702,The Game,Диана Уинн Джонс,HarperCollins,США,2007,,,английский язык,
Q7735702,The Game,Диана Уинн Джонс,Firebird Books,США,2007,,,английский язык,
Q7736770,The Glitch in Sleep,John Hulme,Bloomsbury Publishing,Великобритания,2007,,,английский язык,
Q7739597,The High King's Tomb,Kristen Britain,DAW Books,США,2007,,,английский язык,
Q7745409,The Land of the Silver Apples,Nancy Farmer,Atheneum Books,США,2007,,,английский язык,
Q390030,The Lost Barkscrolls,Пол Стюарт,Doubleday,США,2007,,,английский язык,
Q390030,The Lost Barkscrolls,Крис Риддел,Doubleday,США,2007,,,английский язык,
Q7750664,The Mathematics of Magic: The Enchanter Stories of L. Sprague de Camp and Fletcher Pratt,Флетчер Прэтт,NESFA Press,США,2007,,,английский язык,
Q7750664,The Mathematics of Magic: The Enchanter Stories of L. Sprague de Camp and Fletcher Pratt,Лайон Спрэг де Камп,NESFA Press,США,2007,,,английский язык,
Q7751657,The Mirador,Сара Монетт,Ace Books,США,2007,,,английский язык,
Q7756979,The Phoenix Unchained,Mercedes Lackey,Tor Books,США,2007,,,английский язык,
Q427069,The Pilgrims of Rayne,Ди Джей Макхейл,Simon & Schuster,США,2007,,,английский язык,
Q7758280,The Princes of the Golden Cage,Nathalie Mallet,Night Shade Books,США,2007,,,английский язык,
Q7760895,The Rise of the Black Wolf,J. S. Lewis,Scholastic Corporation,США,2007,,,английский язык,
Q7760895,The Rise of the Black Wolf,Derek Benz,Scholastic Corporation,США,2007,,,английский язык,
Q7760895,The Rise of the Black Wolf,J. S. Lewis,Orchard Books,,2007,,,английский язык,
Q7760895,The Rise of the Black Wolf,Derek Benz,Orchard Books,,2007,,,английский язык,
Q7760968,The Riven Kingdom,Карен Миллер,HarperCollins,США,2007,,,английский язык,
Q7763588,The Shadowmancer Returns: The Curse of Salamander Street,G. P. Taylor,Faber and Faber,Великобритания,2007,,,английский язык,
Q16955806,The Summoner,Gail Z. Martin,Solaris Books,Великобритания,2007,,,английский язык,
Q7768681,The Thief Queen's Daughter,Элизабет Хэйдон,Starscape,,2007,,,английский язык,
Q7805476,Time to Smell the Roses,Michael Hoeye,G. P. Putnam's Sons,США,2007,,,английский язык,
Q7921127,Verdigris Deep,Фрэнсис Хардинг,Macmillan Publishers,Великобритания,2007,,,английский язык,
Q30914579,Wit and Wisdom of Discworld,Stephen Briggs,Doubleday,США,2007,,,английский язык,
Q30914579,Wit and Wisdom of Discworld,Терри Пратчетт,Doubleday,США,2007,,,английский язык,
Q8029757,Wolf's Blood,Джейн Линдсколд,Tor Books,США,2007,,,английский язык,
Q8036689,Worldbinder,Дэйв Волвертон,Tor Books,США,2007,,,английский язык,
Q896861,World of Warcraft: Tides of Darkness,Aaron S. Rosenberg,Pocket Books,США,2007,,,английский язык,
Q886816,Академия вампиров,Райчел Мид,Penguin Group,Великобритания,2007,,,английский язык,
Q7033903,Академия кошмаров,Дин Лори,HarperCollins,США,2007,,,английский язык,
Q525132,Алхимик,Майкл Скотт,Random House,США,2007,,,английский язык,
Q2832091,Алькатрас и Пески Рашида,Брендон Сандерсон,Scholastic Corporation,США,2007,,,английский язык,
Q3222494,"Апокалипсис Нонетот, или Первый среди сиквелов",Джаспер Ффорде,Hodder & Stoughton,Великобритания,2007,,,британский вариант английского языка,
Q7995102,Белая ночь,Джим Батчер,Roc Books,США,2007,,,английский язык,
Q1657842,Бесстрашная Игрэйн,Корнелия Функе,The Chicken House,Великобритания,2007,,,немецкий язык,
Q3221621,Битва Ведьмака,Джозеф Дилейни,Bodley Head,Великобритания,2007,,,английский язык,
Q3221621,Битва Ведьмака,Джозеф Дилейни,Random House,США,2007,,,английский язык,
Q7301415,Буря Жнеца,Стивен Эриксон,Bantam Books,США,2007,,,английский язык,
Q7301415,Буря Жнеца,Стивен Эриксон,Tor Books,США,2007,,,английский язык,
Q7429764,Весы Великого Змея,Ричард Кнаак,Pocket Books,США,2007,,,английский язык,
Q589106,Город костей,Кассандра Клэр,Simon & Schuster,США,2007,,,английский язык,
Q18275498,Грегор и код когтя,Сьюзен Коллинз,Scholastic Corporation,США,2007,,,английский язык,
Q1178177,Грязная работа,Кристофер Мур,HarperCollins,США,2007,,,английский язык,
Q331651,Дети Хурина,Джон Рональд Руэл Толкин,HarperCollins,США,2007,,,английский язык,
Q331651,Дети Хурина,Джон Рональд Руэл Толкин,Houghton Mifflin Harcourt,США,2007,,,английский язык,
Q5320035,Дзур,Стивен Браст,Tor Books,США,2007,,,английский язык,
Q5305434,Драконы Повелительницы Небес,Трейси Хикмен,Wizards of the Coast,США,2007,,,английский язык,
Q5305434,Драконы Повелительницы Небес,Маргарет Уэйс,Wizards of the Coast,США,2007,,,английский язык,
Q7091810,Загадочное убийство,Майкл Бакли,Abrams Books,США,2007,,,английский язык,
Q212473,Затмение,Стефани Майер,"Little, Brown and Company",США,2007,,,английский язык,
Q3561026,Знак Трёх,Эрин Хантер,HarperCollins,США,2007,,,английский язык,
Q8059676,Изабель,Гай Гэвриел Кей,Penguin Group,Великобритания,2007,,,английский язык,
Q7887976,Изгнанник,Мишель Пейвер,Orion Publishing Group,Великобритания,2007,,,английский язык,
Q1195989,Имя ветра,Патрик Ротфусс,DAW Books,США,2007,,,английский язык,
Q3149820,Инкарцерон,Кэтрин Фишер,Hodder & Stoughton,Великобритания,2007,,,английский язык,
Q3149820,Инкарцерон,Кэтрин Фишер,Penguin Books,Великобритания,2007,,,английский язык,
Q2062781,Источник вознесения,Брендон Сандерсон,Tor Books,США,2007,,,английский язык,
Q15032968,"Книга демона, или Исчезновение мистера Б.",Клайв Баркер,HarperCollins,США,2007,,,английский язык,
Q1498216,Коварная красота,Мелисса Марр,HarperCollins,США,2007,,,английский язык,
Q17024063,Король орков,Роберт Сальваторе,Wizards of the Coast,США,2007,,,английский язык,
Q467388,Купец и волшебные врата,Тед Чан,Subterranean Press,США,2007,,,английский язык,
Q2410046,Леди Пятница,Гарт Никс,Allen & Unwin,Австралия,2007,,,английский язык,
Q2410046,Леди Пятница,Гарт Никс,HarperCollins,США,2007,,,английский язык,
Q2410046,Леди Пятница,Гарт Никс,Scholastic Corporation,США,2007,,,английский язык,
Q7772127,Лжепророк,Ричард Кнаак,Pocket Books,США,2007,,,английский язык,
Q1823619,Магия отступника,Робин Хобб,HarperCollins,США,2007,,,английский язык,
Q7746613,"Места, где не до смеха",Стивен Эриксон,PS Publishing,Великобритания,2007,,,английский язык,
Q3612368,Миссия,Уилбур Смит,Macmillan Publishers,Великобритания,2007,,,английский язык,
Q5451961,Миссия Огнезвёзда (Коты-Воители),Эрин Хантер,HarperCollins,США,2007,,,английский язык,
Q3060319,Непобедимая Моди,Брайан Джейкс,Penguin Books,Великобритания,2007,,,английский язык,
Q3499638,Осада Макиндо,Джон Флэнеган,Random House,США,2007,,,английский язык,
Q3821543,Падение царей,Дэвид Геммел,Bantam Press,Великобритания,2007,,,английский язык,
Q3821543,Падение царей,Stella Gemmell,Bantam Press,Великобритания,2007,,,английский язык,
Q1140036,Перси Джексон и Проклятие титана,Рик Риордан,Hyperion Books,США,2007,,,английский язык,
Q1140036,Перси Джексон и Проклятие титана,Рик Риордан,Miramax Books,,2007,,,английский язык,
Q7197795,Пират,Джин Вулф,Tor Books,США,2007,,,английский язык,
Q7177877,Питер Пэн и тайна Рандуна,Ридли Пирсон,Hyperion Books,США,2007,,,английский язык,
Q7177877,Питер Пэн и тайна Рандуна,Дэйв Барри,Hyperion Books,США,2007,,,английский язык,
Q2320018,Последнее правило волшебника,Терри Гудкайнд,Tor Books,США,2007,,,английский язык,
Q7767625,Прекрасное далёко,Libba Bray,Random House,США,2007,,,английский язык,
Q10381475,Пёс-оборотень и колдовская академия,Henry H. Neff,Random House,США,2007,,,английский язык,
Q13099400,Разделяющий нож: Наследие,Лоис Макмастер Буджолд,HarperCollins,США,2007,,,английский язык,
Q7379842,Рунная магия,Джоанн Харрис,Doubleday,США,2007,,,английский язык,
Q1848502,Скелетжер Ловкач,Дерек Лэнди,HarperCollins,США,2007,,,английский язык,
Q7765188,Сомнамбулист,Джонатан Барнс,HarperCollins,США,2007,,,английский язык,
Q2319431,Страна призраков,Уильям Гибсон,G. P. Putnam's Sons,США,2007,,,американский вариант английского языка,
Q2319431,Страна призраков,Уильям Гибсон,G. P. Putnam's Sons,США,2007,,,английский язык,
Q2319431,Страна призраков,Уильям Гибсон,Viking Press,США,2007,,,американский вариант английского языка,
Q2319431,Страна призраков,Уильям Гибсон,Viking Press,США,2007,,,английский язык,
Q17017552,Тайна рукописи,Karen Marie Moning,Dell Publishing,США,2007,,,английский язык,
Q7782176,Теодосия и Сердце Египта,R. L. LaFevers,Houghton Mifflin Harcourt,США,2007,,,английский язык,
Q5223380,Тёмная река (Коты-Воители),Эрин Хантер,HarperCollins,США,2007,,,английский язык,
Q3016355,Тёмное крыло,Кеннет Оппель,HarperCollins,США,2007,,,английский язык,
Q5036488,Фурия Капитана,Джим Батчер,Ace Books,США,2007,,,английский язык,
Q2632128,Чернильная смерть,Корнелия Функе,Scholastic Corporation,США,2007,,,английский язык,
Q2632128,Чернильная смерть,Корнелия Функе,Scholastic Corporation,США,2007,,,немецкий язык,
Q952392,Чудовище,Алекс Флинн,HarperCollins,США,2007,,,английский язык,
Q3772083,Эльфы Цинтры,Терренс Дин Брукс,Del Rey Books,,2007,,,английский язык,
Q11798532,Q11798532,Andrzej Pilipiuk,Fabryka Słów,Польша,2006,,,польский язык,
Q6126676,Q6126676,Javier Negrete,Ediciones Minotauro,Испания,2006,,,испанский язык,
Q9373408,Q9373408,Andrzej Pilipiuk,Fabryka Słów,Польша,2006,,,польский язык,
Q4883394,Bella at Midnight,Diane Stanley,HarperCollins,США,2006,,,английский язык,
Q2954362,Black Powder War,Наоми Новик,Del Rey Books,,2006,,,американский вариант английского языка,
Q2954362,Black Powder War,Наоми Новик,Del Rey Books,,2006,,,английский язык,
Q935379,Blart: The Boy Who Didn't Want to Save the World,Dominic Barker,Bloomsbury Publishing,Великобритания,2006,,,английский язык,
Q4973296,Broken,Келли Армстронг,Bantam Spectra,США,2006,,,английский язык,
Q5057512,Celandine,Стив Огард,David Fickling Books,Великобритания,2006,,,английский язык,
Q5072828,Chaotic,Келли Армстронг,Viking Press,США,2006,,,английский язык,
Q1073216,Endymion Spring,Мэтью Скелтон,Dell Publishing,США,2006,,,английский язык,
Q5449975,Finding the Fox,Эли Спаркс,Издательство Оксфордского университета,Великобритания,2006,,,английский язык,
Q5469687,Forging the Sword,Hilari Bell,Simon & Schuster,США,2006,,,английский язык,
Q16962451,Godslayer,Жаклин Кэри,Tor Books,США,2006,,,английский язык,
Q5587471,Gossamer,Лоис Лоури,Houghton Mifflin Harcourt,США,2006,,,английский язык,
Q106722479,Guardian of Heaven and Earth,Нахоко Уэхаси,Kaiseisha,Япония,2006,,,японский язык,
Q6146697,"Here, There Be Dragons",James A. Owen,Simon & Schuster,США,2006,,,английский язык,
Q5897211,Honoured Enemy,Q838661,HarperCollins,США,2006,,,английский язык,
Q5897211,Honoured Enemy,Раймонд Фэйст,HarperCollins,США,2006,,,английский язык,
Q5980098,I am the Great Horse,Katherine Roberts,Scholastic Corporation,США,2006,,,английский язык,
Q6015602,Inda,Шервуд Смит,DAW Books,США,2006,,,английский язык,
Q2297904,Into a Dark Realm,Раймонд Фэйст,HarperCollins,США,2006,,,английский язык,
Q6154086,Jango,Уильям Николсон,Egmont,Дания,2006,,,английский язык,
Q3796123,Kushiel's Scion,Жаклин Кэри,Hachette Book Group,США,2006,,,английский язык,
Q6902688,Monster Blood Tattoo: Foundling,D. M. Cornish,G. P. Putnam's Sons,США,2006,,,английский язык,
Q6902691,Monster Blood Tattoo: Lamplighter,D. M. Cornish,G. P. Putnam's Sons,США,2006,,,английский язык,
Q6946484,My Swordhand Is Singing,Marcus Sedgwick,Orion Publishing Group,Великобритания,2006,,,английский язык,
Q7092671,One Good Knight,Mercedes Lackey,Harlequin Enterprises,Канада,2006,,,английский язык,
Q7197848,Pirateology: A Pirate Hunter's Companion,Dugald Steer,Bonnier Group,Швеция,2006,,,английский язык,
Q7337791,River Secrets,Shannon Hale,Bloomsbury Publishing,Великобритания,2006,,,английский язык,
Q7442356,Sebastian,Anne Bishop,Roc Books,США,2006,,,английский язык,
Q837489,Slawter,Даррен О’Шонесси,HarperCollins,США,2006,,,английский язык,
Q7558882,Solstice Wood,Патриция Маккиллип,Ace Books,США,2006,,,английский язык,
Q7600693,Star Dancer,Beth Webb,Macmillan Publishers,Великобритания,2006,,,английский язык,
Q7620065,Stork Naked,Пирс Энтони,Tor Books,США,2006,,,английский язык,
Q7713113,The Alien Sea,Lucien Soulban,Wizards of the Coast,США,2006,,,английский язык,
Q7720106,The Brief History of the Dead,Кевин Брокмейер,Pantheon Books,США,2006,,,английский язык,
Q7723359,The Cleopatra Curse,Katherine Roberts,HarperCollins,США,2006,,,английский язык,
Q7738945,The Harsh Cry of the Heron,Джиллиан Рубинштейн,Hachette,Франция,2006,,,английский язык,
Q7744538,The King of Attolia,Megan Whalen Turner,HarperCollins,США,2006,,,английский язык,
Q7746144,The Last Unicorn: The Lost Version,Питер Бигл,Subterranean Press,США,2006,,,английский язык,
Q3233420,The Quillan Games,Ди Джей Макхейл,Simon & Schuster,США,2006,,,английский язык,
Q7769814,The Toyminator,Роберт Рэнкин,Victor Gollancz,Великобритания,2006,,,английский язык,
Q7771762,The Unwritten Girl,James Bow,Dundurn Press,Канада,2006,,,английский язык,
Q7772171,The Vengeance of Rome,Майкл Муркок,Jonathan Cape,Великобритания,2006,,,английский язык,
Q7772837,The Virtu,Сара Монетт,Ace Books,США,2006,,,английский язык,
Q12406647,The Whale of Babylon,Хагар Янай,Keter Books,,2006,,,иврит,
Q7784113,Thieves of Blood,Tim Waggoner,Wizards of the Coast,США,2006,,,английский язык,
Q7804547,Tim the Tiny Horse,Гарри Хилл,Faber and Faber,Великобритания,2006,,,английский язык,
Q7832757,Trail of the Black Wyrm,Chris Pierson,Wizards of the Coast,США,2006,,,английский язык,
Q7846441,Trouble Under Oz,Шервуд Смит,HarperCollins,США,2006,,,английский язык,
Q14876643,Voyage of Slaves,Брайан Джейкс,Puffin Books,Великобритания,2006,,,английский язык,
Q5297337,Warrior,Marie Brennan,Hachette Book Group,США,2006,,,английский язык,
Q7992450,When Darkness Falls,Mercedes Lackey,Tor Books,США,2006,,,английский язык,
Q8001569,Wildwood Dancing,Juliet Marillier,Macmillan Publishers,Великобритания,2006,,,английский язык,
Q8029849,Wolf Hunting,Джейн Линдсколд,Tor Books,США,2006,,,английский язык,
Q8029968,Wolfcry,Amelia Atwater-Rhodes,Dell Publishing,США,2006,,,английский язык,
Q2665494,Артемис Фаул. Затерянный мир,Оуэн Колфер,Puffin Books,Великобритания,2006,,,гиберно-английский язык,
Q3206518,Битва галеонов,Пол Стюарт,Doubleday,США,2006,,,английский язык,
Q3206518,Битва галеонов,Крис Риддел,Doubleday,США,2006,,,английский язык,
Q7737348,Взгляд горгоны,Julia Golding,Издательство Оксфордского университета,Великобритания,2006,,,английский язык,
Q7099231,Возвращение королевы,Линн Флевелинг,HarperCollins,США,2006,,,английский язык,
Q3498434,Волшебник Севера,Джон Флэнеган,Random House,США,2006,,,английский язык,
Q7757180,Волшебное наследство,Диана Уинн Джонс,HarperCollins,США,2006,,,английский язык,
Q1066455,Восход луны,Эрин Хантер,HarperCollins,США,2006,,,английский язык,
Q1066455,Восход луны,Черит Болдри,HarperCollins,США,2006,,,английский язык,
Q1066455,Восход луны,Эрин Хантер,Олма медиа групп,,2006,,,английский язык,
Q1066455,Восход луны,Черит Болдри,Олма медиа групп,,2006,,,английский язык,
Q5606696,Грегор и тайный знак,Сьюзен Коллинз,Scholastic Corporation,США,2006,,,английский язык,
Q3819612,Грозовой щит,Дэвид Геммел,Bantam Press,Великобритания,2006,,,английский язык,
Q2206176,Десятое правило волшебника,Терри Гудкайнд,Tor Books,США,2006,,,английский язык,
Q3790813,Дети Армагеддона,Терренс Дин Брукс,Del Rey Books,,2006,,,английский язык,
Q3044395,Дивный заповедник. Пленник Забытой часовни,Brandon Mull,Shadow Mountain,,2006,,,английский язык,
Q7252324,Доказательство вины,Джим Батчер,Roc Books,США,2006,,,английский язык,
Q18708818,Дорога Патриарха,Роберт Сальваторе,Wizards of the Coast,США,2006,,,английский язык,
Q5305435,Драконы подземелий,Трейси Хикмен,Wizards of the Coast,США,2006,,,английский язык,
Q5305435,Драконы подземелий,Маргарет Уэйс,Wizards of the Coast,США,2006,,,английский язык,
Q7641199,Закат,Эрин Хантер,HarperCollins,США,2006,,,английский язык,
Q7602070,Звёздный свет (Коты-Воители),Эрин Хантер,HarperCollins,США,2006,,,английский язык,
Q7718664,Кровавый рыцарь,Грегори Киз,Del Rey Books,,2006,,,английский язык,
Q3986014,Кровь и железо,Джо Аберкромби,Victor Gollancz,Великобритания,2006,,,английский язык,
Q2025199,Лесной маг,Робин Хобб,HarperCollins,США,2006,,,английский язык,
Q2025199,Лесной маг,Робин Хобб,Eos,,2006,,,английский язык,
Q7758429,Меч Чёрного рыцаря,Майкл Бакли,Abrams Books,США,2006,,,английский язык,
Q3704530,Окончательно мёртв,Шарлин Харрис,Ace Books,США,2006,,,английский язык,
Q630382,Охотники за костями,Стивен Эриксон,Bantam Books,США,2006,,,английский язык,
Q630382,Охотники за костями,Стивен Эриксон,Tor Books,США,2006,,,английский язык,
Q901384,Перси Джексон и Море чудовищ,Рик Риордан,Hyperion Books,США,2006,,,английский язык,
Q901384,Перси Джексон и Море чудовищ,Рик Риордан,Miramax Books,,2006,,,английский язык,
Q2975279,Питер Пэн в багровых тонах,Джеральдин Маккорин,Издательство Оксфордского университета,Великобритания,2006,,,английский язык,
Q3976873,Пожиратель душ,Мишель Пейвер,Orion Publishing Group,Великобритания,2006,,,английский язык,
Q939223,Полёт дракона,Angie Sage,HarperCollins,США,2006,,,английский язык,
Q939223,Полёт дракона,Angie Sage,Bloomsbury Publishing,Великобритания,2006,,,английский язык,
Q7828657,Прикоснись ко тьме,Karen Chance,Roc Books,США,2006,,,английский язык,
Q4741335,Проклятие мёртвых богов,Маргарет Уэйс,Random House,США,2006,,,английский язык,
Q4880609,Разделяющий нож: Приманка,Лоис Макмастер Буджолд,HarperCollins,США,2006,,,английский язык,
Q7738728,Рука дьявола,Dean Vincent Carter,Bodley Head,Великобритания,2006,,,английский язык,
Q5430113,Самая красивая,Gail Carson Levine,HarperCollins,США,2006,,,английский язык,
Q3227012,Секрет Ведьмака,Джозеф Дилейни,Bodley Head,Великобритания,2006,,,английский язык,
Q3227012,Секрет Ведьмака,Джозеф Дилейни,Random House,США,2006,,,английский язык,
Q7557345,Солдат Сидона,Джин Вулф,Tor Books,США,2006,,,английский язык,
Q7857973,Сумерки (Коты-Воители),Эрин Хантер,HarperCollins,США,2006,,,английский язык,
Q3177964,Сэр Четверг,Гарт Никс,Scholastic Corporation,США,2006,,,английский язык,
Q7444178,Тайны сирен,Julia Golding,Издательство Оксфордского университета,Великобритания,2006,,,английский язык,
Q5195326,Фурия Курсора,Джим Батчер,Ace Books,США,2006,,,английский язык,
Q4506839,Чайльд Морган,Кэтрин Куртц,Ace Books,США,2006,,,английский язык,
Q7718457,Чёрная татуировка,Sam Enthoven,Doubleday,США,2006,,,английский язык,
Q3222166,Q3222166,"Де Мари, Сильвана",Salani,Италия,2005,,,итальянский язык,
Q9248372,Q9248372,Andrzej Pilipiuk,Fabryka Słów,Польша,2005,,,польский язык,
Q4646478,9tail Fox,Джон Кортней Гримвуд,Victor Gollancz,Великобритания,2005,,,английский язык,
Q1157125,Avalon High,Мэг Кэбот,HarperCollins,США,2005,,,английский язык,
Q4923767,Blades of the Tiger,Chris Pierson,Wizards of the Coast,США,2005,,,английский язык,
Q4999895,Burning Tower,Джерри Пурнель,Pocket Books,США,2005,,,английский язык,
Q4999895,Burning Tower,Ларри Нивен,Pocket Books,США,2005,,,английский язык,
Q16833811,Corby Flood,Пол Стюарт,Doubleday,США,2005,,,английский язык,
Q5223809,Darkwitch Rising,Sara Douglass,HarperCollins,США,2005,,,английский язык,
Q725030,Demon Thief,Даррен О’Шонесси,HarperCollins,США,2005,,,английский язык,
Q5436474,Farthest Reach,Ричард Ли Байерс,Wizards of the Coast,США,2005,,,английский язык,
Q5458359,Fledgling,Октавия Батлер,Seven Stories Press,США,2005,,,английский язык,
Q5522413,Garden of the Purple Dragon,Carole Wilkinson,Black Dog Books,Австралия,2005,,,английский язык,
Q6730839,Magic Street,Орсон Скотт Кард,Del Rey Books,,2005,,,английский язык,
Q545150,Magic for Beginners,Келли Линк,Small Beer Press,США,2005,,,английский язык,
Q6950081,Mélusine,Сара Монетт,Ace Books,США,2005,,,английский язык,
Q7044814,No Present Like Time,Steph Swainston,Victor Gollancz,Великобритания,2005,,,английский язык,
Q7077188,Od Magic,Патриция Маккиллип,Ace Books,США,2005,,,английский язык,
Q16959903,Odalisque,Fiona McIntosh,HarperCollins,США,2005,,,английский язык,
Q7103952,Orphans of Chaos,Джон Ч. Райт,Tor Books,США,2005,,,английский язык,
Q7171548,Pet Peeve,Пирс Энтони,Tor Books,США,2005,,,английский язык,
Q7244509,Princess Academy,Shannon Hale,Bloomsbury Publishing,Великобритания,2005,,,английский язык,
Q723231,Raven's Gate,Энтони Горовиц,Walker Books,Великобритания,2005,,,английский язык,
Q7316511,Resurrection,Пол Кемп,Wizards of the Coast,США,2005,,,английский язык,
Q7335947,Rise of a Hero,Hilari Bell,Simon & Schuster,США,2005,,,английский язык,
Q7460839,Shadows on the Stars,T. A. Barron,Philomel Books,США,2005,,,английский язык,
Q7539306,Slaves of the Mastery,Уильям Николсон,Independent Publishers Group,США,2005,,,английский язык,
Q7560688,Son of a Witch,Грегори Магуайр,ReganBooks,,2005,,,английский язык,
